"SYMBOL","ENTREZID"
"PAK2","5062"
"FGD4","121512"
"CNTN1","1272"
"NEXN","91624"
"CLASRP","11129"
"CAMTA1","23261"
"EMR3",NA
"GALNT18","374378"
"SFT2D1","113402"
"ATRN","8455"
"CACNA1B","774"
"OR5AR1","219493"
"TBC1D7","51256"
"CRYBB1","1414"
"KIF2C","11004"
"KCNA10","3744"
"TCN2","6948"
"ZNF300","91975"
"TSPAN6","7105"
"C13orf45",NA
"TMEM251","26175"
"MYL6","4637"
"CXCL6","6372"
"MSLN","10232"
"OR1J1","347168"
"POLDIP3","84271"
"LRRC59","55379"
"DBT","1629"
"TMEM65","157378"
"FAM98B","283742"
"DAO","1610"
"SZRD1","26099"
"CAMK2G","818"
"NKTR","4820"
"WDR20","91833"
"COL18A1","80781"
"EPHB2","2048"
"RAB19","401409"
"CPO","130749"
"HTR1F","3355"
"TYW3","127253"
"ZNF394","84124"
"CASQ2","845"
"MAGEA4","4103"
"IKBIP","121457"
"FGFBP2","83888"
"GNAS","2778"
"SMAP1","60682"
"CYP46A1","10858"
"GABRG3","2567"
"CCDC117","150275"
"ZG16B","124220"
"LTA","4049"
"TREH","11181"
"RIMS1","22999"
"RGCC","28984"
"USP20","10868"
"ZNF32","7580"
"PARP9","83666"
"PROKR1","10887"
"IL7","3574"
"ADAMTS7","11173"
"CLIC2","1193"
"KRT9","3857"
"CYB5R3","1727"
"ARPC5L","81873"
"OFCC1","266553"
"RNF145","153830"
"TCAP","8557"
"ZNF670","93474"
"CPLX2","10814"
"GABPB1","2553"
"MYEOV","26579"
"P2RX3","5024"
"HRASLS5",NA
"TNF","7124"
"CEBPA","1050"
"TP53BP1","7158"
"ZNF410","57862"
"PNMAL1",NA
"SALL1","6299"
"HLA-F","3134"
"TRIP4","9325"
"NDFIP2","54602"
"ZCCHC18","644353"
"LMBRD2","92255"
"TMEM123","114908"
"LASP1","3927"
"ACTR3B","57180"
"ZNF396","252884"
"TGFBR3","7049"
"ODF2","4957"
"WDR86","349136"
"CHTF18","63922"
"C10orf99","387695"
"TMIGD1","388364"
"LY6H","4062"
"MAP2K6","5608"
"SCN3B","55800"
"APOL4","80832"
"COLGALT1","79709"
"GOLGA4","2803"
"NCOA6","23054"
"CLDN25","644672"
"AGER","177"
"RABL6","55684"
"OR52A1","23538"
"APOBR","55911"
"NTHL1","4913"
"EMILIN1","11117"
"OTOP1","133060"
"HOXA2","3199"
"TNFRSF10B","8795"
"CCR6","1235"
"WDR53","348793"
"ACYP1","97"
"SELPLG","6404"
"TPD52","7163"
"AGMAT","79814"
"ZDHHC24","254359"
"KDM4D","55693"
"MEDAG","84935"
"TOX2","84969"
"CNNM2","54805"
"CA7","766"
"TMEM234","56063"
"SLC24A4","123041"
"SPSB3","90864"
"NDN","4692"
"GRIN3A","116443"
"IL1RL2","8808"
"TCTE3","6991"
"GCK","2645"
"CNGA1","1259"
"MYO7A","4647"
"WDR91","29062"
"IKBKG","8517"
"CAMKMT","79823"
"LRRC73","221424"
"UPP2","151531"
"HNRNPA2B1","3181"
"IQCF2","389123"
"FAM78A","286336"
"OR11H6","122748"
"ACACB","32"
"HTT","3064"
"MXD3","83463"
"C16orf46","123775"
"TMEM63B","55362"
"ALX4","60529"
"COL24A1","255631"
"RANBP6","26953"
"KCTD2","23510"
"TXNL1","9352"
"ZCCHC17","51538"
"DENND6A","201627"
"SAMD1","90378"
"GGA1","26088"
"FZD2","2535"
"RAB3B","5865"
"ZZEF1","23140"
"FAM177B","400823"
"GPR119","139760"
"ZNF224","7767"
"EIF3K","27335"
"OR10J5","127385"
"TBL1XR1","79718"
"PHF12","57649"
"FUK",NA
"SCRT2","85508"
"CADM3","57863"
"AFAP1L2","84632"
"EVI2A","2123"
"ZKSCAN4","387032"
"REEP3","221035"
"TVP23C","201158"
"SERINC3","10955"
"ZNF461","92283"
"PLEKHO1","51177"
"SERTM1","400120"
"TM7SF3","51768"
"FABP7","2173"
"NR3C1","2908"
"IL10RB","3588"
"OR51J1","79470"
"LPAR3","23566"
"CHST1","8534"
"RNF25","64320"
"ANKAR","150709"
"PIH1D2","120379"
"TAF3","83860"
"STX17","55014"
"ATP6V0A2","23545"
"ANKRD13B","124930"
"GNAZ","2781"
"C8orf47",NA
"CLSTN3","9746"
"DPYS","1807"
"EPB41L1","2036"
"ERAS","3266"
"FAN1","22909"
"NFAM1","150372"
"RSF1","51773"
"SSR4","6748"
"NFU1","27247"
"TMEM233","387890"
"SMCR7L",NA
"UAP1L1","91373"
"CH25H","9023"
"SEMA4D","10507"
"CELA3B","23436"
"ZNF518B","85460"
"GPR65","8477"
"SLC2A12","154091"
"SLC43A2","124935"
"SLC35E2B","728661"
"C6orf10",NA
"CPEB3","22849"
"CTRB1","1504"
"APOC3","345"
"OR4C11","219429"
"OR52K1","390036"
"CDKN2B","1030"
"MTMR10","54893"
"KIAA1967",NA
"ZC2HC1A","51101"
"TPRG1L","127262"
"C10orf10",NA
"CYSTM1","84418"
"LURAP1L","286343"
"WDFY2","115825"
"NRAP","4892"
"RXFP1","59350"
"RLIM","51132"
"ZNF17","7565"
"C1QL4","338761"
"FABP1","2168"
"NRXN1","9378"
"TMBIM6","7009"
"UNC5B","219699"
"SALL4","57167"
"SAMD5","389432"
"KLHL8","57563"
"UHMK1","127933"
"HSF5","124535"
"CLRN1","7401"
"TWIST1","7291"
"SCYL3","57147"
"TAGLN","6876"
"TP53TG5","27296"
"RNF168","165918"
"FCER1A","2205"
"OR6N1","128372"
"MAP1LC3B","81631"
"OR56A3","390083"
"MAGEF1","64110"
"WDR78","79819"
"FGFR1OP","11116"
"DCUN1D5","84259"
"DYNC2LI1","51626"
"FAM167B","84734"
"SUV39H2","79723"
"NSD1","64324"
"PPM1G","5496"
"KIAA0101",NA
"RAD9B","144715"
"CWC25","54883"
"FUZ","80199"
"IRF5","3663"
"FAM174A","345757"
"PIH1D3","139212"
"OR52E4","390081"
"PCDH7","5099"
"HDGFL1","154150"
"FCHO2","115548"
"TC2N","123036"
"CHST6","4166"
"GRIPAP1","56850"
"CTCFL","140690"
"HFE2",NA
"PDK2","5164"
"MYO1B","4430"
"BTBD1","53339"
"DAG1","1605"
"TGIF1","7050"
"C3orf14","57415"
"IGLON5","402665"
"PROZ","8858"
"PPTC7","160760"
"STC1","6781"
"MOK","5891"
"ELMO3","79767"
"NUP210L","91181"
"SLC25A37","51312"
"YOD1","55432"
"IL36RN","26525"
"C17orf50","146853"
"C1orf222",NA
"TRIM7","81786"
"UNC5A","90249"
"FAM114A1","92689"
"SCG3","29106"
"WDR1","9948"
"ANKRD33B","651746"
"SMARCD1","6602"
"CST8","10047"
"CASP16",NA
"CACNG3","10368"
"ARHGAP15","55843"
"MBD4","8930"
"TMCC2","9911"
"TNNI3","7137"
"AKR1CL1",NA
"FOXA3","3171"
"ZNF30","90075"
"SCEL","8796"
"DLX1","1745"
"TTL","150465"
"NCOA5","57727"
"CD164L2","388611"
"SLC12A5","57468"
"HADHB","3032"
"KIAA1755","85449"
"ZSWIM2","151112"
"HKDC1","80201"
"GNAT2","2780"
"BCR","613"
"ACSF2","80221"
"AKNA","80709"
"GNG2","54331"
"KAZALD1","81621"
"FBXO47","494188"
"SEC22A","26984"
"KLHL31","401265"
"APOF","319"
"PLOD2","5352"
"HMG20B","10362"
"SLC27A5","10998"
"SCP2D1","140856"
"FAM9B","171483"
"LNX1","84708"
"LGALS13","29124"
"EGFL8","80864"
"PLA2R1","22925"
"DUSP15","128853"
"TMEM151B","441151"
"INPP5E","56623"
"C11orf93",NA
"C8orf37","157657"
"ARHGAP11A","9824"
"SORCS3","22986"
"ST14","6768"
"CDKN2D","1032"
"ANKRD10","55608"
"PDSS1","23590"
"SCAND3",NA
"TMPPE","643853"
"P2RY12","64805"
"FAM171A2","284069"
"SMPDL3B","27293"
"RAP1GAP2","23108"
"LMF2","91289"
"ARHGEF16","27237"
"ETV7","51513"
"WDR62","284403"
"TTC14","151613"
"PATZ1","23598"
"RND1","27289"
"EHHADH","1962"
"HTRA4","203100"
"FOXB2","442425"
"MESP2","145873"
"BTG2","7832"
"IP6K3","117283"
"C1orf200",NA
"PLA2G16",NA
"BCORL1","63035"
"NUDT6","11162"
"CAPN2","824"
"MTX3","345778"
"ITPRIPL1","150771"
"MECR","51102"
"SHD","56961"
"ARHGAP23","57636"
"POU1F1","5449"
"CYP4F12","66002"
"AMACR","23600"
"SLITRK5","26050"
"RUFY2","55680"
"OR5B17","219965"
"FFAR4","338557"
"BEST3","144453"
"VIT","5212"
"CD40","958"
"CASP5","838"
"GPBAR1","151306"
"GMNC","647309"
"PIGZ","80235"
"F11","2160"
"OR10K2","391107"
"TLR9","54106"
"FAM118B","79607"
"PYY","5697"
"KRTAP17-1","83902"
"DIRAS2","54769"
"CYP2B6","1555"
"DOK7","285489"
"C10orf95","79946"
"SEZ6L2","26470"
"C3orf33","285315"
"FBXW8","26259"
"FLG","2312"
"ZNF620","253639"
"PARK7","11315"
"TIGD6","81789"
"YTHDF1","54915"
"KLHL28","54813"
"C6orf163","206412"
"KIAA1522","57648"
"TEX33","339669"
"GPR114",NA
"ASB13","79754"
"VDAC3","7419"
"CSF1R","1436"
"QDPR","5860"
"ARL14EP","120534"
"ZNF891","101060200"
"CCL26","10344"
"ACYP2","98"
"SETX","23064"
"CLDN14","23562"
"C16orf54","283897"
"CCNG1","900"
"ZNF608","57507"
"DPYD","1806"
"LANCL1","10314"
"NKX6-3","157848"
"UBXN4","23190"
"LINGO3","645191"
"INSM2","84684"
"C10orf88","80007"
"C12orf39",NA
"OR13G1","441933"
"C10orf120","399814"
"SMAP2","64744"
"SHISA5","51246"
"C4A","720"
"DDAH1","23576"
"ADAMTS14","140766"
"EXOC3L2","90332"
"GALNT12","79695"
"PRR4","11272"
"AZU1","566"
"PCGF3","10336"
"ATP10B","23120"
"NKX1-2","390010"
"JRKL","8690"
"GPR156","165829"
"KIF26B","55083"
"RMND5A","64795"
"HECTD2","143279"
"ITPRIP","85450"
"ZNF205","7755"
"NT5E","4907"
"ERO1L",NA
"SH3BP5","9467"
"UVSSA","57654"
"NFIA","4774"
"CLEC2D","29121"
"NELL1","4745"
"MAS1L","116511"
"PPAPDC2",NA
"FXYD1","5348"
"RMND1","55005"
"FAM71C","196472"
"LUZP1","7798"
"CYP4A22","284541"
"ABCD2","225"
"BCL3","602"
"GMEB2","26205"
"SIDT1","54847"
"SLC52A3","113278"
"TEX9","374618"
"VASN","114990"
"VSNL1","7447"
"ADC",NA
"TMEM219","124446"
"ARSB","411"
"OR4K13","390433"
"CSF2","1437"
"RFX8","731220"
"MLLT1","4298"
"MPZ","4359"
"PRAM1","84106"
"THUMPD1","55623"
"FAM43B","163933"
"B9D1","27077"
"CTNNBIP1","56998"
"RBM18","92400"
"TRAF7","84231"
"CRBN","51185"
"OR4C15","81309"
"TSSC4","10078"
"PAQR8","85315"
"DPP8","54878"
"PHOSPHO1","162466"
"CR1","1378"
"MEIS3","56917"
"CDHR3","222256"
"ELOVL3","83401"
"CNTN6","27255"
"TTLL1","25809"
"ITGB1BP1","9270"
"EFNB2","1948"
"ACTRT1","139741"
"RAPGEF1","2889"
"OR13A1","79290"
"PCDH18","54510"
"ELAVL3","1995"
"ANO9","338440"
"APPL1","26060"
"NUMB","8650"
"CD160","11126"
"KDM3B","51780"
"MED23","9439"
"SCGB3A2","117156"
"SMARCAD1","56916"
"KIAA1257","57501"
"C21orf2",NA
"MPC1","51660"
"BCL9","607"
"FBXO11","80204"
"CEACAM7","1087"
"GADD45G","10912"
"IQUB","154865"
"PDLIM2","64236"
"SLC30A6","55676"
"IFNE","338376"
"TPRX1","284355"
"HIST1H1B","3009"
"LSS","4047"
"NHLRC2","374354"
"MORN5","254956"
"MND1","84057"
"SRRM5","100170229"
"CHCHD6","84303"
"OXSM","54995"
"SYT2","127833"
"YPEL2","388403"
"VTI1A","143187"
"TMEM9B","56674"
"SLC12A3","6559"
"ORAI3","93129"
"GADD45A","1647"
"THAP7","80764"
"KBTBD13","390594"
"CCDC73","493860"
"FAM84B",NA
"RNASEH2B","79621"
"ZC3H14","79882"
"C1orf186",NA
"DNAJC5B","85479"
"MEF2B","100271849"
"CRIPAK","285464"
"HSDL2","84263"
"RAPGEFL1","51195"
"ATP1B1","481"
"OCEL1","79629"
"CAAP1","79886"
"SMCP","4184"
"CST9L","128821"
"APBB1","322"
"RBFA","79863"
"CDK18","5129"
"HMGB4","127540"
"ZBTB41","360023"
"C11orf52","91894"
"CYP2A13","1553"
"ARNT2","9915"
"KRTAP13-1","140258"
"OR5I1","10798"
"CRYGA","1418"
"ZFP37","7539"
"ZC3H4","23211"
"QSOX1","5768"
"ZNF184","7738"
"METTL7B","196410"
"TRPC3","7222"
"PLSCR5","389158"
"DAPK3","1613"
"GSTT1","2952"
"AVPR1A","552"
"NCALD","83988"
"TRPC4AP","26133"
"RBM44","375316"
"ADCY5","111"
"GPR155","151556"
"PTPRA","5786"
"REG3G","130120"
"SERAC1","84947"
"SLC35A2","7355"
"PRSS27","83886"
"NEFH","4744"
"TMBIM4","51643"
"MAFG","4097"
"TRPT1","83707"
"OR6J1","79549"
"OR8B4","283162"
"CD22","933"
"ABCA8","10351"
"ARHGEF37","389337"
"METTL25","84190"
"ATP6V0E2","155066"
"RBP1","5947"
"DDX4","54514"
"SIRPG","55423"
"RHO","6010"
"EYA2","2139"
"CLDN2","9075"
"DNAJC25","548645"
"EXOC4","60412"
"C1orf65",NA
"CLDN20","49861"
"MT3","4504"
"VN1R2","317701"
"PRMT10",NA
"ARHGAP25","9938"
"NPR2","4882"
"ZNF503","84858"
"GPR125",NA
"RPS6KB1","6198"
"QSOX2","169714"
"DHCR7","1717"
"DPCR1",NA
"ZNF621","285268"
"KLC4","89953"
"EFNB1","1947"
"ABCC4","10257"
"CTSG","1511"
"CDK5R1","8851"
"BNC2","54796"
"RNF222","643904"
"MAP3K7","6885"
"GTSF1","121355"
"NIT1","4817"
"TMEM256","254863"
"WAPAL",NA
"RELL1","768211"
"GPR78","27201"
"PDXP","57026"
"CLDN17","26285"
"GFOD2","81577"
"UGT3A2","167127"
"FANCA","2175"
"STK31","56164"
"HBS1L","10767"
"PTPN6","5777"
"WFDC8","90199"
"NUDT2","318"
"CNPY3","10695"
"DUSP26","78986"
"HSPA2","3306"
"KCNRG","283518"
"RNF175","285533"
"OTOG","340990"
"KRT35","3886"
"CMSS1","84319"
"ODF4","146852"
"C9orf37",NA
"RAI14","26064"
"TNFAIP8L1","126282"
"FIS1","51024"
"GPATCH4","54865"
"KIAA1407",NA
"SYNDIG1L","646658"
"TOP1MT","116447"
"BRICD5","283870"
"OPRD1","4985"
"ARC","23237"
"TAS2R40","259286"
"FAM162B","221303"
"GRIK3","2899"
"GALNT7","51809"
"ST6GAL2","84620"
"CEACAM4","1089"
"MAP2K5","5607"
"BEX1","55859"
"STAU1","6780"
"PCDH17","27253"
"PGBD3","267004"
"ATF7IP2","80063"
"CTDSP1","58190"
"TMEM42","131616"
"TNFRSF18","8784"
"FERD3L","222894"
"CCER1","196477"
"MGLL","11343"
"RFTN2","130132"
"PAWR","5074"
"NDUFS7","374291"
"PPP1R3B","79660"
"SRSF5","6430"
"CRABP1","1381"
"RAET1E","135250"
"ACSM4","341392"
"CDH19","28513"
"TMEM52","339456"
"TMEM184A","202915"
"ITM2A","9452"
"LEMD1","93273"
"CCDC106","29903"
"TOR1B","27348"
"THBS3","7059"
"ZPBP","11055"
"PFN2","5217"
"SGSM2","9905"
"LURAP1","541468"
"CCBL2",NA
"SEMA4B","10509"
"MYO5A","4644"
"DEFB129","140881"
"VAMP8","8673"
"GAS6","2621"
"AMER3","205147"
"KPRP","448834"
"EDEM2","55741"
"XCR1","2829"
"MED1","5469"
"GAN","8139"
"FRZB","2487"
"CKMT2","1160"
"VTCN1","79679"
"UBA7","7318"
"GLDN","342035"
"CDH4","1002"
"CUL9","23113"
"FAM208A",NA
"PPP1R15A","23645"
"SLC5A2","6524"
"LYN","4067"
"AMZ1","155185"
"SLAMF7","57823"
"GPR141","353345"
"FKBP10","60681"
"PIRT","644139"
"C4orf47","441054"
"9-Mar",NA
"SEC22C","9117"
"TMC3","342125"
"FSD1L","83856"
"MAGEA1","4100"
"SNAI2","6591"
"RNF32","140545"
"FAM105A",NA
"NFKBIZ","64332"
"TMIE","259236"
"BRPF3","27154"
"LOXL1","4016"
"RTN3","10313"
"RALBP1","10928"
"GIMAP8","155038"
"HPCAL4","51440"
"CXCL12","6387"
"CYP27B1","1594"
"HYDIN","54768"
"IL1RN","3557"
"IGFBP4","3487"
"CBFA2T3","863"
"DLK2","65989"
"SPEF1","25876"
"PTPLAD1",NA
"AUTS2","26053"
"GPBP1L1","60313"
"SV2A","9900"
"LUC7L","55692"
"CDC42EP3","10602"
"ZBTB1","22890"
"PAGE1","8712"
"FGF8","2253"
"ATP4B","496"
"SPIN4","139886"
"FABP12","646486"
"RASL12","51285"
"CDC37L1","55664"
"NYAP2","57624"
"WDR89","112840"
"LFNG","3955"
"OR10H4","126541"
"C8orf86","389649"
"TTLL7","79739"
"SGTB","54557"
"KIF1A","547"
"OR6X1","390260"
"RBM23","55147"
"KCTD4","386618"
"OR51B4","79339"
"CYP4F3","4051"
"GRAMD4","23151"
"EPS8L2","64787"
"C1orf147","574431"
"TMPRSS5","80975"
"OSTF1","26578"
"HNF1A","6927"
"PTPRN","5798"
"PSAPL1","768239"
"OR6Q1","219952"
"CALM3","808"
"MPV17L2","84769"
"TPCN1","53373"
"MLF1","4291"
"C15orf57",NA
"GRB14","2888"
"GBE1","2632"
"ANKRD16","54522"
"IDI1","3422"
"ITPKC","80271"
"NOTUM","147111"
"BPIFA2","140683"
"OTUD7A","161725"
"KNCN","148930"
"PPT1","5538"
"ANXA10","11199"
"EXOC6B","23233"
"IL1RL1","9173"
"CD70","970"
"ZNF490","57474"
"SLC22A11","55867"
"TMC7","79905"
"DMBX1","127343"
"PDS5B","23047"
"ACSL6","23305"
"SOCS7","30837"
"GDE1","51573"
"OR52N2","390077"
"VPS9D1","9605"
"TUBA8","51807"
"TMEM106C","79022"
"TNFSF18","8995"
"SNN","8303"
"LMO4","8543"
"FAM3A","60343"
"ZNF559","84527"
"CPT1C","126129"
"AIM1",NA
"CD52","1043"
"SLC22A18AS","5003"
"SRCIN1","80725"
"TAF7","6879"
"PPP3CA","5530"
"RTP1","132112"
"FAM19A5",NA
"DRP2","1821"
"STAR","6770"
"ST6GAL1","6480"
"ZYG11A","440590"
"PRR25","388199"
"IQCE","23288"
"RBM5","10181"
"MTMR8","55613"
"DMRTB1","63948"
"PCP4L1","654790"
"UBL3","5412"
"ARHGDIB","397"
"ORM1","5004"
"SLC16A8","23539"
"VPS35","55737"
"ARHGEF3","50650"
"FBXW12","285231"
"KIAA0907",NA
"NDUFA7","4701"
"KRT24","192666"
"GCAT","23464"
"KBTBD8","84541"
"CRYBB3","1417"
"APOL2","23780"
"CMTM5","116173"
"SLC10A4","201780"
"SLC6A19","340024"
"AS3MT","57412"
"ALKBH3","221120"
"HEXIM2","124790"
"NGEF","25791"
"OR52B4","143496"
"BMPR1B","658"
"GNB2","2783"
"HTRA2","27429"
"CETP","1071"
"UBTD2","92181"
"OR51I2","390064"
"CUEDC2","79004"
"RCVRN","5957"
"ZNF133","7692"
"SLC27A4","10999"
"LYPD6","130574"
"DEPDC1B","55789"
"CCDC30","728621"
"EOMES","8320"
"KLHL11","55175"
"FMN1","342184"
"MAP3K1","4214"
"B4GALT2","8704"
"IFT81","28981"
"ZNF445","353274"
"NRN1L","123904"
"PKDREJ","10343"
"GPR37L1","9283"
"CMTM1","113540"
"TYROBP","7305"
"C6orf52","347744"
"NEK9","91754"
"ENAM","10117"
"IGFBPL1","347252"
"OAT","4942"
"OR51G1","79324"
"GPR124",NA
"TBX10","347853"
"AUP1","550"
"ASF1B","55723"
"OOEP","441161"
"BIRC6","57448"
"FZD9","8326"
"ZFP91","80829"
"SARDH","1757"
"PGLYRP4","57115"
"FBXO25","26260"
"CLDND1","56650"
"PLAU","5328"
"LMBR1","64327"
"SLC17A6","57084"
"LIMK1","3984"
"PPA2","27068"
"ANKRD54","129138"
"ENTPD8","377841"
"ACCSL","390110"
"FYB",NA
"TWIST2","117581"
"CYB5D1","124637"
"HOOK3","84376"
"CNP","1267"
"JMJD4","65094"
"FGFBP3","143282"
"DUSP7","1849"
"LSMEM1","286006"
"NAB1","4664"
"PYDC1","260434"
"FAM110C","642273"
"URI1","8725"
"MMEL1","79258"
"FTCD","10841"
"TMEM89","440955"
"GCA","25801"
"HLA-DPA1","3113"
"CNN3","1266"
"GMPR","2766"
"MTSS1","9788"
"PRKAB1","5564"
"TG","7038"
"TMEM87B","84910"
"HOXA10","3206"
"TNIP2","79155"
"FBXO43","286151"
"PCSK1","5122"
"DIO1","1733"
"GPR179","440435"
"TMEM11","8834"
"TTLL11","158135"
"MTAP","4507"
"KLF13","51621"
"TROVE2",NA
"IFT172","26160"
"KBTBD6","89890"
"DDX58","23586"
"DUSP22","56940"
"CLPS","1208"
"DCAKD","79877"
"ARL3","403"
"HLA-DPB1","3115"
"BRCC3","79184"
"SLC22A7","10864"
"C9orf156",NA
"ZMYM1","79830"
"FAM73A",NA
"ZSCAN30","100101467"
"TEX13B","56156"
"C3orf67","200844"
"GPSM1","26086"
"DNAL4","10126"
"CLDN1","9076"
"VWA5B1","127731"
"OR2T11","127077"
"CCDC158","339965"
"PUS7L","83448"
"P2RY1","5028"
"RAB4B","53916"
"ZBTB43","23099"
"LINGO1","84894"
"SPRR2G","6706"
"PM20D2","135293"
"TMEM185A","84548"
"G6PC2","57818"
"SPNS2","124976"
"TOR3A","64222"
"COL11A1","1301"
"LACTB2","51110"
"OASL","8638"
"ZNF609","23060"
"ZNF75D","7626"
"F11R","50848"
"IVL","3713"
"GPR161","23432"
"CC2D1B","200014"
"PDGFB","5155"
"LAMC3","10319"
"WDR83OS","51398"
"CACNG5","27091"
"STK24","8428"
"RTN4R","65078"
"NMRK2","27231"
"TRIM34","53840"
"SPRY1","10252"
"SHISA3","152573"
"CCDC28A","25901"
"ABI1","10006"
"NEU1","4758"
"PKD2","5311"
"GCNT7","140687"
"ZNF451","26036"
"CARM1","10498"
"POLK","51426"
"ZNF333","84449"
"TM2D1","83941"
"ROR2","4920"
"PDE6G","5148"
"TCF7L2","6934"
"ACRV1","56"
"DNAJB2","3300"
"HCAR2","338442"
"RAB33B","83452"
"NPAS3","64067"
"PIEZO1","9780"
"OR5AU1","390445"
"TBX15","6913"
"GLIPR1","11010"
"HOXB5","3215"
"PROP1","5626"
"FAM168B","130074"
"BANF2","140836"
"LCA5","167691"
"OR6F1","343169"
"RNF126","55658"
"ZC2HC1C","79696"
"FAM149B1","317662"
"LACC1","144811"
"KLHDC9","126823"
"C16orf89","146556"
"FAM47A","158724"
"DPPA4","55211"
"CBY1","25776"
"CYP2C8","1558"
"CDC42EP1","11135"
"OR8S1","341568"
"PDE4C","5143"
"NKD1","85407"
"ZNF418","147686"
"FASN","2194"
"IRG1",NA
"RGS16","6004"
"HSP90AB1","3326"
"IQCF5","389124"
"TMEM216","51259"
"PRDM11","56981"
"GOLT1A","127845"
"INPP5A","3632"
"POM121L12","285877"
"LHX3","8022"
"C8orf48","157773"
"PIGT","51604"
"CLEC16A","23274"
"C16orf96","342346"
"IL23R","149233"
"TM6SF2","53345"
"CHRNA4","1137"
"CDK8","1024"
"LENG9","94059"
"DUSP10","11221"
"DUSP4","1846"
"C2CD5","9847"
"PI16","221476"
"SH3BGR","6450"
"LARP7","51574"
"TMEM8B","51754"
"CANX","821"
"HHLA1","10086"
"DVL2","1856"
"PNMA5","114824"
"PDHA2","5161"
"SEC61A2","55176"
"AFM","173"
"APOH","350"
"NADSYN1","55191"
"MPPED2","744"
"SIVA1","10572"
"ZNF324B","388569"
"XPNPEP1","7511"
"KIAA1919",NA
"ZNF350","59348"
"ARL11","115761"
"TRIM17","51127"
"PVRL3",NA
"CTSH","1512"
"DISP1","84976"
"S100PBP","64766"
"DESI2","51029"
"LBX1","10660"
"RASL10A","10633"
"FAM206A",NA
"FAM132A",NA
"NR2F1","7025"
"C9orf62","157927"
"TMEM229B","161145"
"STIM2","57620"
"MFSD5","84975"
"PTPRT","11122"
"MFSD7",NA
"C12orf43","64897"
"TCEANC","170082"
"BEND3","57673"
"HS3ST3A1","9955"
"ZKSCAN5","23660"
"PAGE3","139793"
"SLC16A6","9120"
"LRRTM1","347730"
"SPAM1","6677"
"OPN1SW","611"
"PRKAR2A","5576"
"FAM151A","338094"
"MARVELD1","83742"
"SSNA1","8636"
"MCTP1","79772"
"WISP2",NA
"KCTD17","79734"
"CCDC113","29070"
"SLC16A7","9194"
"RNF144A","9781"
"SUCLA2","8803"
"CILP","8483"
"IRF2BP1","26145"
"COL11A2","1302"
"FAM110A","83541"
"ISPD",NA
"SIRPD","128646"
"BNIPL","149428"
"MGRN1","23295"
"SELE","6401"
"ATL2","64225"
"ANXA7","310"
"IFITM5","387733"
"ZC3H6","376940"
"NT5DC2","64943"
"CEP44","80817"
"STMND1","401236"
"NDUFA3","4696"
"ADK","132"
"VWA9",NA
"PIGL","9487"
"OSMR","9180"
"LTBP2","4053"
"PAX1","5075"
"OR9Q2","219957"
"TMTC4","84899"
"FAM199X","139231"
"GALNT5","11227"
"GRXCR2","643226"
"MTERFD2",NA
"USP26","83844"
"EPO","2056"
"GPATCH3","63906"
"C1QB","713"
"ASCC2","84164"
"OR10J3","441911"
"IRX1","79192"
"CCDC34","91057"
"IAPP","3375"
"GPS2","2874"
"VPS37B","79720"
"LGR4","55366"
"PPM1N","147699"
"LRRC41","10489"
"USP3","9960"
"LRP5","4041"
"FAM26D",NA
"KRT7","3855"
"ACTA2","59"
"ZNF213","7760"
"ZNF483","158399"
"OIT3","170392"
"ATF6","22926"
"ZNF223","7766"
"MAGOHB","55110"
"SULT1C3","442038"
"MYL9","10398"
"PSTK","118672"
"ATP13A2","23400"
"AATF","26574"
"EXD3","54932"
"ABCC10","89845"
"PIWIL2","55124"
"CCDC13","152206"
"RAPGEF4","11069"
"DIS3L","115752"
"PTCH2","8643"
"ADAMTS13","11093"
"AUH","549"
"MTMR14","64419"
"TIGD2","166815"
"PTPN1","5770"
"OSBPL10","114884"
"ASGR2","433"
"CCDC64",NA
"PTPN9","5780"
"FAM83B","222584"
"C11orf72","100505621"
"SPATA31E1","286234"
"UBE3C","9690"
"FBXW2","26190"
"MZB1","51237"
"PVALB","5816"
"ETNK1","55500"
"FSTL3","10272"
"RD3","343035"
"CLEC14A","161198"
"PP2D1","151649"
"TEX37","200523"
"ITIH3","3699"
"GNA15","2769"
"8-Mar",NA
"FOXP3","50943"
"GSC2","2928"
"CD34","947"
"RSRC1","51319"
"LTB4R2","56413"
"FBXO36","130888"
"HSPA13","6782"
"CYBRD1","79901"
"CEP95","90799"
"PSMB10","5699"
"MAPK13","5603"
"CPVL","54504"
"KIAA0125",NA
"GTPBP2","54676"
"C17orf77","146723"
"FAM46B",NA
"RBMXL2","27288"
"COMMD4","54939"
"RAB3A","5864"
"CEP41","95681"
"ALG3","10195"
"BHLHE23","128408"
"HEG1","57493"
"ARHGAP27","201176"
"HCRTR2","3062"
"GDPD1","284161"
"C8orf87","389676"
"ZNF251","90987"
"SLIT1","6585"
"NES","10763"
"CD68","968"
"BPIFA3","128861"
"APOPT1",NA
"CHEK2","11200"
"POU2F1","5451"
"SLC10A7","84068"
"MTFP1","51537"
"ACTL6B","51412"
"AANAT","15"
"PI4K2A","55361"
"ATP6V0A1","535"
"CFD","1675"
"LUM","4060"
"IPPK","64768"
"SCARB1","949"
"GJB5","2709"
"ADAM7","8756"
"AREL1","9870"
"NETO1","81832"
